xb@giga:[~/cs527-explore/mpx/llcbench/cachebench]:  sleep 30 ; ./cachebench -rwbsp -x1 -m24 -d5 -e10

                Memory Set Library Cache Test

C Size          Nanosec         MB/sec          % Chnge
2097152         0.15            51550.37        1.00           
2097152         0.15            51529.82        1.00           
2097152         0.15            51486.01        1.00           
2097152         0.15            51509.36        1.00           
2097152         0.15            51544.59        1.00           
2097152         0.15            51547.69        1.00           
2097152         0.15            51552.53        1.00           
2097152         0.15            51497.44        1.00           
2097152         0.15            51545.61        1.00           
2097152         0.15            51541.37        1.00           
3145728         0.15            51478.99        1.00           
3145728         0.15            51482.87        1.00           
3145728         0.15            51489.88        1.00           
3145728         0.15            51475.15        1.00           
3145728         0.15            51473.18        1.00           
3145728         0.15            51478.33        1.00           
3145728         0.15            51483.07        1.00           
3145728         0.15            51472.43        1.00           
3145728         0.15            51482.36        1.00           
3145728         0.15            51417.83        1.00           
4194304         0.15            51359.53        1.00           
4194304         0.15            51442.08        1.00           
4194304         0.15            51449.31        1.00           
4194304         0.15            51458.00        1.00           
4194304         0.15            51454.57        1.00           
4194304         0.15            51451.95        1.00           
4194304         0.15            51445.08        1.00           
4194304         0.15            51445.77        1.00           
4194304         0.15            51451.07        1.00           
4194304         0.15            51462.03        1.00           
6291456         0.15            51357.25        1.00           
6291456         0.15            51229.56        1.00           
6291456         0.15            51365.48        1.00           
6291456         0.15            51355.56        1.00           
6291456         0.15            51368.55        1.00           
6291456         0.15            51342.27        1.00           
6291456         0.15            51348.46        1.00           
6291456         0.15            51350.05        1.00           
6291456         0.15            51373.91        1.00           
6291456         0.15            51349.55        1.00           
8388608         0.17            43955.61        1.17           
8388608         0.17            43969.47        1.00           
8388608         0.17            43948.23        1.00           
8388608         0.17            43890.50        1.00           
8388608         0.17            43957.70        1.00           
8388608         0.17            43973.93        1.00           
8388608         0.17            43972.72        1.00           
8388608         0.17            43957.54        1.00           
8388608         0.17            43956.48        1.00           
8388608         0.17            43948.05        1.00           
12582912        0.23            33165.02        1.33           
12582912        0.23            33630.54        0.99           
12582912        0.23            33539.32        1.00           
12582912        0.23            33348.63        1.01           
12582912        0.23            33566.43        0.99           
12582912        0.23            33434.45        1.00           
12582912        0.23            33483.94        1.00           
12582912        0.23            33445.66        1.00           
12582912        0.23            33214.49        1.01           
12582912        0.23            33539.25        0.99           
16777216        0.26            29470.28        1.14           
16777216        0.26            29600.74        1.00           
16777216        0.26            29612.83        1.00           
16777216        0.26            29475.48        1.00           
16777216        0.26            29437.20        1.00           
16777216        0.26            29603.15        0.99           
16777216        0.26            29471.44        1.00           
16777216        0.26            29801.35        0.99           
16777216        0.26            29549.61        1.01           
16777216        0.26            29606.94        1.00
